"Geo_FIPS","Edu_2019","Unemp_2019","Income_2019","Built_2019","Rent_2019"
17043846312,1.31,5.6,66818,44,1249
17043844701,6.21,3.66,84250,50,1513
17031210400,26.83,6.43,51083,0,1096
17031241100,4.1,4.34,80524,0,1375
17031243200,4.13,1.99,123942,0,1692
17031260300,33.87,20.06,23289,0,1002
17031330200,5.6,2.09,81389,29,803
17031440600,8.29,10.6,68317,62,895
17031500200,13.58,27,31410,0,921
17031600900,10.59,6.2,57788,0,1053
17031670100,30.81,31.92,27500,73,685
17031700301,25.8,9.03,69620,63,1195
17031802506,16.96,2.8,85648,56,1245
17031010400,3.78,7.05,39700,0,1004
17197880105,14.51,3.7,82248,39,1727
17031829000,12.41,28.49,21192,67,837
17031831300,19.4,10.51,46333,0,1035
17031381400,7.16,9.36,42960,0,1043
17031081401,1.82,2.55,79960,48,1992
17031221400,7.69,2.44,90592,0,1611
17031240700,14.13,5.2,86667,0,1174
17031291600,25.86,0,53750,0,969
17031190900,32.63,4.8,54750,0,932
17031420400,14.52,18.53,13676,63,844
17031804405,28.24,5.81,59965,29,1025
17031836200,0,14.52,0,0,1354
17043841901,0.86,3.89,150927,49,2350
17089854200,46.03,8.5,43192,0,1109
17031610300,39.41,10.9,32679,79,739
17031803008,3.57,2.09,113179,47,1223
17031804610,1.94,3.2,67319,37,1411
17031813801,36.3,5.97,47244,0,898
17031823806,7.26,8.29,48050,55,974
17031040402,1.06,2.54,87479,78,1360
17031060100,4.25,1.73,94800,0,1563
17031070300,0.88,3.09,145855,44,1976
17043843601,6.26,5.24,78345,66,1184
17043844202,6.6,5.72,95938,57,2068
17031030900,7.78,4.05,107148,0,1557
17031100400,7.89,3.87,99710,67,1688
17031161100,5.02,1.78,143438,0,1473
17031611000,32.65,21.38,19975,0,805
17031650100,31.71,10.67,43750,64,899
17031680500,17.97,35.66,24335,0,1000
17197881401,29.31,4.17,42801,0,1115
17197880901,7.7,2.71,63875,18,1664
17031230200,33,9.76,57250,0,1147
17031231500,22.05,24.02,30927,0,943
17031824119,7.87,4.23,106607,25,0
17031825600,14.04,13.83,48967,60,1291
17031827000,12.84,16.04,28763,63,976
17043841002,4.72,5.82,117143,51,1678
17031809300,5.52,1.33,30774,64,1152
17031811000,5.26,4.14,82750,65,984
17031813400,44.2,5.64,50426,0,1084
17031252201,23.28,14.23,32831,69,1026
17031420800,12.02,9.57,39167,75,1152
17031460600,18.19,25.53,40110,0,840
17031804608,5.71,4.63,88149,40,1668
17031804902,9.45,5.76,93086,56,1628
17031270500,35.71,24.9,15571,55,943
17031280900,11.82,24.73,17569,42,471
17031292500,23.02,14.8,40938,0,1075
17031301802,44.49,14.19,31875,0,787
17097861505,5.74,3.31,106607,33,1589
17097862902,26.38,6.25,39167,63,813
17031130100,10.59,3.66,47875,63,400
17031820000,0.15,6.71,228125,51,2685
17031821102,17.43,7.53,61645,62,1054
17031839600,13.7,9.95,32401,0,1003
17037001500,16.05,10.31,48295,58,974
17197883903,5.48,9.35,93906,29,1076
17031160502,22.29,5.55,56875,0,1088
17031190800,35.37,11.46,51953,0,1117
17031222600,12.61,3.7,79231,0,1228
17089853008,24.84,3.19,58594,42,1115
17031720600,2.4,5.21,113964,0,1042
17031802003,8.58,4.37,105066,52,1418
17043845808,3.31,6.3,137414,23,0
17043846509,7.77,0.74,84024,25,1645
17031050100,6.12,2.59,113352,0,1478
17031051200,4.27,1.89,141944,79,1672
17031071700,0.81,1.4,187614,67,2230
17031824702,14.44,6.47,51038,57,1008
17031832900,0.87,9.95,63527,74,1684
17031805106,5.4,2.65,72022,46,1166
17031640700,16.48,10.05,56250,70,1268
17031530300,12.44,15.82,41076,57,953
17031836000,4.56,14.46,65463,75,1156
17097863604,4.94,3.86,152500,49,1544
17031010502,6.13,3.27,39388,78,1008
17031080400,8.33,8.19,41250,31,809
17043842604,4.88,2.67,69046,39,1151
17043842709,2,3.08,94800,51,1479
17043843000,4.96,2.34,99777,67,1224
17043843400,3.31,4.94,96328,60,1145
17043844002,1.69,2.39,177679,63,1929
17043844304,3.31,3.17,82462,46,1372
17043844306,15.03,7.17,62464,52,1734
17097865200,16.71,1.89,67411,70,1335
17097866000,5.43,6.57,86690,26,1229
17097864904,1.03,5.43,100509,32,2117
17097865000,5.8,2.75,203750,52,1838
17197882000,36.44,6.34,31356,0,789
17197882300,20.13,9.32,47159,67,957
17197882500,26.72,10.46,40855,77,1131
17197882900,20.84,5.41,48571,66,972
17197883209,7.26,7.53,82725,30,1925
17197883212,4.64,4.88,117440,18,0
17197883303,1.92,0.89,112500,24,0
17197883509,7.16,5.58,81864,27,1245
17031480100,6.19,8.51,60000,69,887
17031480500,13.16,10.87,32188,77,910
17043842601,1.29,7.11,156964,35,1828
17031410100,4.83,5.34,48194,73,1263
17031420100,12.89,22.88,18411,49,816
17031420600,12.02,28.36,20871,72,905
17031430600,6.83,29.37,36103,0,858
17197883511,3.25,4.57,92632,37,1174
17197880306,3.69,4.58,160597,21,2151
17197880308,4.94,7.55,150764,18,1946
17031490300,7.46,12.43,57301,70,1283
17031490600,16.35,17.29,37176,59,1665
17031490800,9.46,22.91,40186,67,885
17031490902,13.54,8.97,44932,63,902
17031491100,15.32,14.59,42763,70,1093
17031491400,18.86,36.09,33290,0,954
17031500100,7.59,6.85,46476,59,919
17031510200,16.85,17.37,48864,74,1126
17031510300,14.81,28.21,28561,74,1135
17031520500,22.01,7.64,63819,71,1046
17031100600,7.29,1.75,77813,67,1098
17031829302,23.06,10.56,32000,51,924
17031829700,9.11,21.7,40432,54,802
17031830003,4.18,12.28,96379,25,1656
17031830005,4.37,10.27,97000,44,1810
17043841204,10.04,3.78,86146,43,1635
17043841308,5.99,5.8,126886,0,1806
17043841315,8.5,5.43,79452,43,1151
17031222800,13.68,6.93,50313,0,1119
17031230900,23.49,2.03,55104,0,1169
17031231200,35.85,14.04,33423,0,1046
17031240600,5.2,3.5,102083,50,1579
17031241300,3.08,2.81,154792,0,2220
17031241400,5.36,1.4,120833,0,2081
17031760802,10.82,2.32,54177,48,1043
17031760803,12.1,5.92,44918,48,1105
17031770300,7.58,3,82196,56,1360
17031560400,39.61,10.28,60581,57,1282
17089850302,25.41,6.83,55298,50,995
17089850500,5.68,3.13,73111,56,1121
17089850800,36.89,4.26,63730,0,1265
17031570500,26.45,10.88,44934,58,1010
17043841318,9.36,4.07,103807,27,2036
17043841327,4.99,3.88,132921,36,1370
17043841503,39.52,4.02,85525,57,1492
17043841504,20.22,5.38,68569,0,1159
17089852808,6.64,2.01,87473,37,1341
17089852905,27.26,6.89,48526,61,754
17089853400,52.79,4.11,50417,0,1029
17097860808,4.8,8.15,70625,54,1000
17097860811,3.75,5.59,103542,41,877
17097860904,1.88,2.83,69234,44,1330
17097861012,3.9,2.82,74167,42,1100
17093890101,8.15,4.74,103078,16,1721
17093890202,15.47,5.13,65486,55,1544
17093890302,5.8,5.38,81736,45,1663
17097864105,6.25,1.16,114497,21,1895
17097864205,6.72,3.93,91742,20,1356
17097863601,1.64,5.16,213036,30,2522
17043841603,19.71,2.72,66224,42,1082
17043841605,17.66,1.06,66136,36,1101
17043842400,8.49,4.85,84239,62,1062
17043841108,11.39,5.94,79292,44,1590
17043841110,12.28,3.34,96250,45,1714
17043841606,3.14,3.01,101875,27,1660
17043841705,11.92,6.67,69955,39,1336
17043841706,18.84,4.67,70278,42,1099
17043841801,3.59,4.41,110052,58,1365
17043842000,0.62,3.58,164167,65,1913
17197880115,15.78,9.01,67632,44,1640
17197880118,2.02,2.84,174130,32,2625
17197880119,2.36,5.02,141960,33,1688
17031580502,32.06,10.18,37943,0,844
17197880121,2.29,2.22,119810,21,0
17197880202,16.78,4.66,73900,46,1397
17197880304,1.12,4.68,170353,30,2363
17197880305,0.97,1.48,179659,25,0
17031802200,1.13,5.44,125375,54,1791
17031802503,8.35,5.34,81543,0,1451
17031802610,4.71,1.7,93194,53,1625
17031802900,0.77,2.44,142900,54,2094
17111870101,6.37,6.98,81047,33,997
17197880312,2.37,2.77,157406,15,2154
17197880410,10.67,2.71,101250,18,1888
17197880414,6.13,3.71,80559,38,1462
17197880503,4.02,3.01,55128,26,1981
17197880601,2.79,5.34,102292,44,1456
17031803007,4.86,4.1,106838,43,1468
17031803200,4.07,3.79,91009,52,1007
17031803500,2.25,4.49,114375,58,2210
17031803610,2.32,1.82,65569,36,1243
17031803701,9.52,2.42,89896,39,1231
17031804000,9.16,5.04,77188,61,1457
17031804108,4.29,6.48,91616,39,1421
17031242000,5.46,2.95,116066,53,1549
17111870200,14.07,3.83,75380,42,1042
17111870401,3.91,2.61,81966,36,1402
17031120400,9.89,3.62,99306,0,1208
17031140701,18.47,4.58,71125,0,1181
17031150401,8.62,4.76,63125,79,1080
17031151002,30.59,4.85,62483,0,1053
17111870702,7.73,5.93,83634,34,1452
17197880903,11.24,7.8,45553,44,1073
17089851600,35.32,6.06,59286,0,898
17031600400,18.51,9.11,37786,0,936
17031610400,44.02,16.89,40758,0,797
17031611100,19.22,21.09,28264,0,749
17031611800,19.43,22.98,40870,68,892
17031620200,26.69,8.41,58382,59,1008
17031630800,34.09,15.9,51419,70,816
17031650200,27.85,13.66,51658,66,981
17031650302,38,9.03,49130,67,1200
17031660400,42.52,10.62,46289,80,788
17031660900,10.67,25.59,34574,73,1055
17031670600,20.4,26.42,26250,0,728
17031671200,25.17,44.06,24896,0,1053
17197881001,4.61,2.34,94185,34,1399
17197881107,3.6,6.5,84087,53,1147
17197881113,2.83,5.36,113043,31,1550
17031805801,0.98,1.69,95733,60,0
17031805901,9.08,2.62,81250,41,1615
17031806004,10.97,8.98,47763,49,983
17031071000,0.27,5.73,147552,0,2085
17031071100,0,3.41,160662,0,2040
17031071500,0.62,1.95,99510,47,1775
17031071600,1.66,2.77,147031,48,1505
17031071800,3.52,2.43,131734,43,1698
17031081403,0.44,2.4,115642,20,2153
17031160300,11.84,2.6,57568,79,1047
17031081600,1.06,1.28,130673,22,2164
17031242200,2.58,1.19,124107,77,1638
17031242400,5.37,2.86,95357,0,1515
17031242700,14.5,4.02,52415,0,1086
17031242900,3.19,0.37,101216,0,1404
17031243100,10.75,1.6,110385,0,1476
17031243400,8,2.29,102625,68,1621
17031243500,0.93,6.28,129028,23,1966
17031250300,16.65,9.5,34141,74,1027
17031251400,19.41,4.65,33625,0,811
17031251900,13.85,20.33,21106,0,895
17031252202,31.35,24.58,28105,78,959
17031672000,14.72,29.4,36438,0,1141
17031681400,21.88,18.83,43750,0,875
17097860500,23.9,14.85,37006,65,1102
17031160602,13.06,1.62,66776,0,1086
17031161300,21.43,5.12,51578,0,967
17031170300,12.15,1.86,67298,66,1067
17031170500,5.5,2.65,88684,62,1195
17031190300,32.65,3.91,54239,0,913
17031191100,26.22,3.84,51421,0,911
17031191302,34.08,9.57,45962,0,1087
17031210601,20.77,6.25,75461,0,1168
17031210700,13.7,5.06,68220,0,1223
17031220300,6.71,4.29,98973,0,1484
17031221100,9.47,4.81,65938,0,1231
17089853900,4.36,3.31,75278,73,1227
17089854301,37.79,7.39,48842,0,1136
17089854400,26.22,5.72,53776,23,1325
17031817101,7.91,10.96,42466,63,1000
17031817900,13.01,13.69,53118,66,1003
17031818401,6.74,3.75,68355,63,1162
17031818500,5.35,5.54,85989,55,0
17031819300,7.76,1.37,74792,77,820
17031819801,0.41,3.57,178500,70,2036
17031820103,11.07,3.01,71588,53,1151
17031820202,20.41,5.37,54194,45,1033
17031826402,6.63,13.93,55753,56,1488
17031827300,18.76,7.79,22500,72,771
17031827600,7.89,21.98,37654,58,1278
17037000300,4.91,3.99,81528,60,807
17037000600,5.97,2.66,61549,64,1034
17037001400,3.99,3.19,70833,27,899
17031816900,18.49,9.26,61923,65,1260
17031824900,15.48,13.77,41090,58,1194
17031825304,8.38,3.1,70781,37,1141
17031825505,5.36,19.18,56509,43,1394
17031825803,10,17.79,51217,45,837
17031826202,13.11,20.83,39852,63,941
17031831100,23.4,5.35,60540,0,1147
17031831900,0.82,1.45,131500,72,1790
17043840600,4.57,2.97,119471,60,1176
17043840705,10.38,5.72,98636,48,1341
17043840901,7.78,4.66,85784,45,1102
17043840907,13.24,2.05,60139,33,1080
17031830600,17.6,6.16,47227,80,1023
17031830900,9.58,0.91,102246,0,1553
17031808400,8.82,3.43,94402,60,1438
17031832400,4.69,2.88,100972,0,1780
17031832600,1.17,0.97,152328,45,2186
17031834400,12.18,12.94,55341,47,1264
17031834500,13.01,18.55,32756,77,1049
17031834600,21.59,16.84,27631,58,721
17031834900,33.77,33.62,17522,71,800
17031808900,0.76,1.21,150175,77,1539
17031809400,1.21,2.56,60031,31,1642
17063000700,6.77,2.92,80707,35,1081
17031020100,18.37,5.97,48841,68,1121
17031020302,5.96,7.53,77500,72,1207
17031020801,25.52,5.94,54052,0,1242
17031221300,10.47,2.63,71402,0,1222
17111870810,5.62,4.28,96328,41,1176
17111870902,5.31,4.86,85096,24,1067
17111871004,5.71,2.97,75625,36,893
17031260800,17.12,22.61,21613,0,998
17111871108,5.07,3.68,117582,22,1680
17111871206,5.59,7.62,111216,23,1906
17111871304,3.61,0.63,79926,43,1500
17031807800,9.75,2.61,106473,63,2729
17197881302,50.2,3.56,47371,0,969
17031770500,44.02,3.18,41663,36,1054
17031800600,1.26,5.27,238182,0,3179
17031800900,2.8,4.19,122857,62,2506
17031801601,2.67,3.69,111082,38,1820
17031801606,2.19,2.12,119113,46,2137
17031802004,9.01,5.62,37406,47,1068
17037001900,6.09,2.25,77500,48,1026
17031823001,10.46,9.46,49034,46,1018
17043846507,7.55,5.08,87838,22,1661
17043846519,1.26,6.5,99879,32,1749
17043846603,26.32,6.63,54127,54,970
17031030706,4.35,10.38,43512,0,1153
17031031400,3.88,1.83,70237,57,1185
17031040201,8.07,1.73,73475,0,1355
17031040800,7.27,2.61,85577,0,1374
17031050200,6.74,4.01,94821,0,1241
17031809600,16.11,12.5,74233,0,1405
17031051000,6,0.64,126250,73,1781
17031060400,1.09,5.19,132143,69,1544
17031061100,0.65,0.44,117500,77,1815
17031061902,0.86,7.8,76792,64,1464
17031062600,1.62,3.34,164286,27,1641
17031063100,0.74,4.47,90978,57,1495
17031063301,2.34,1.06,60361,69,1230
17031090200,3.49,1.21,108583,64,1422
17031100200,7.09,4.52,80817,67,1036
17031110501,12.85,5.05,84273,0,1154
17031120100,2.94,3.12,140417,71,2077
17063000500,4.54,2.25,87500,47,950
17097864516,4.29,4.24,129342,43,1941
17097864517,1.56,5.06,158182,30,2677
17097864520,1.52,3.97,143393,36,1943
17097864601,0.38,3.43,201000,36,2213
17097864700,0.45,1,204904,47,2353
17097864802,0.62,3.67,162375,41,2373
17031280400,18.91,10.4,39544,18,1162
17031281900,1.21,1.68,109104,33,1861
17031292400,28.62,6.62,32589,0,1090
17031300500,55.47,7.04,40083,0,812
17031301801,37.95,8.86,37000,0,875
17031310200,13.56,6.97,75054,0,1433
17031310900,34.19,7.66,41929,0,967
17031320600,0,3.19,102125,19,1943
17031350100,0.35,4.09,44896,56,1174
17031351500,7.01,18.12,16250,13,864
17031770400,6.77,2.59,77205,55,1136
17031381800,9.15,6.38,40833,79,1099
17031390200,5.54,6.55,87500,56,1186
17031400400,19.57,24.31,36591,48,1092
17031691000,14.63,16.24,42538,0,1024
17031691500,18.58,39.73,17011,0,894
17031700401,14.62,9.14,65000,64,1203
17031710500,10.21,17.29,30177,73,899
17031710700,15.18,14.34,19467,75,665
17031711200,14.08,8.74,45298,68,1070
17031720500,2.99,1.94,111667,68,1136
17031720700,7.09,5.14,67438,74,929
17031730600,7.72,15.02,43274,75,911
17031740200,5.21,2.7,105655,64,1076
17031740300,1.71,2.84,127069,66,1192
17031740400,3.72,4.31,85064,63,1043
17031822702,9.61,8.18,61342,54,993
17031822801,4.12,5.59,62010,49,985
17031835100,41.16,9.1,41938,77,876
17031835700,0,45.92,49880,9,1039
17031835900,18.14,13.19,20139,37,469
17031836100,14,17.31,25451,50,907
17031836500,10.79,12.77,45930,35,972
17031838000,12.21,5.54,26971,33,484
17031838300,8.43,3.22,95139,15,1531
17031839100,5.72,4.94,101000,19,2020
17031840000,11.91,4.25,85143,47,980
17031840700,41.16,4.24,43207,0,986
17031750400,3.28,7.64,97305,67,1014
17031750500,12.1,16.47,55750,69,1213
17031810501,10.54,2.27,81152,63,1223
17031810701,18.22,4.58,54201,60,1261
17031811402,15.19,4.67,59196,64,1106
17031811701,30.98,2,54272,53,806
17031811800,22.29,3.62,75625,65,1850
17031812700,2.99,4.74,65313,0,1222
17031812900,1.87,6.34,128182,0,1411
17031813100,4.26,4.74,99808,0,1169
17031813702,40.01,1.91,50487,0,1040
17031814300,43.23,12.48,45625,0,771
17031823101,11.89,7.37,51298,50,995
17031823304,9.81,11.5,51450,51,942
17031823500,15.99,7.81,60156,78,977
17031823803,7.66,1.81,70909,44,1261
17031842300,1.68,6.67,142550,27,2031
17031842900,26.86,10.07,20068,50,494
17097866200,5.19,3.33,166703,26,3121
17043844402,5.65,4.35,91473,37,1605
17043844902,2.86,5.94,112228,60,376
17043845100,2.27,1.97,166625,43,900
17043845502,4.51,1.44,70489,43,1274
17031841000,3.07,1.16,98320,16,2012
17031842000,12.88,6.27,99583,22,2214
17031430900,10.97,17.64,40417,0,889
17031440101,22.88,23.99,20404,76,819
17031440800,15.07,19.44,24417,69,917
17031460301,25.38,16.97,34483,0,916
17031460700,37.15,27.63,24517,0,653
17089851908,13.81,2.88,72139,31,1313
17089851910,7.59,8.96,79728,36,949
17089852402,1.78,3.1,135139,24,2150
17089852700,3.92,5.94,71948,41,1154
17197883515,2.44,2.88,131302,34,1203
17031814800,24.7,4.92,58475,0,939
17097864303,0.6,3.77,147969,39,2091
17097864307,1.24,3.62,112143,37,1426
17031815600,5.37,5.96,63974,66,972
17031816000,1.3,3.8,76587,0,1158
17031816200,15.12,6.9,61695,62,959
17097864408,6.15,1.23,111206,38,1678
17097864511,10.37,5.42,100443,35,1034
17097864513,2.31,1.94,133818,41,1795
17097864514,1.6,4.94,149821,21,2083
17031070101,1.15,7.66,75804,56,1446
17031070102,1.5,1.67,71373,56,1449
17031070200,2.11,2.17,91723,64,1448
17031070500,4.16,4.93,152850,49,1654
17031843300,25.86,15.46,50486,0,1029
17031820605,12.66,9.96,43214,47,1055
17031820800,11.95,5.27,71758,61,783
17031821101,20.44,7.33,64652,52,1119
17031821600,7.5,2.38,70497,63,1156
17031821800,5.99,3.64,71540,66,1149
17031822101,11.7,5.54,65486,64,1278
17031822102,11.59,6.39,57137,49,961
17031822301,13.51,5.25,60284,50,1231
17031822400,13.34,5.16,45438,48,1111
17031822601,9.28,2.07,85556,60,1113
17031530502,10.94,15.82,54883,65,1354
17031540101,15.01,28.56,15523,73,388
17089854503,4.64,2.82,115381,19,1519
17089854600,36.41,7.89,51203,0,895
17089854700,26.71,8.63,49922,0,1031
17089854900,16.2,5.99,65557,46,650
17031823904,3.37,3.88,95156,45,1236
17031824105,5.54,0.69,111494,40,1750
17031824114,1,3.26,108933,28,2170
17031824120,4.49,4.49,100911,24,1708
17031824400,13.04,6.19,39080,35,855
17031824505,4.7,5.38,79904,45,1105
17043845702,3.7,5.05,131134,49,2037
17043845802,4.73,5.34,95815,41,1539
17043845805,5.43,4.33,92734,41,1539
17043846004,2.37,3.19,75625,41,1437
17043846203,3.06,3.19,131719,36,1875
17043846206,1.54,3.66,119000,53,1251
17043846209,0.46,1.92,151188,49,1375
17043846305,1.76,1.52,87341,47,1554
17043846405,3.69,1.62,108357,42,1299
17043846412,4.97,6.85,97775,28,1719
17031980100,0,0,0,0,0
17111871310,6.74,5.79,105081,45,1925
17097861107,1.29,3.74,119471,26,1690
17097861303,34.69,6.33,56270,47,1361
17097861402,12.17,3.44,73225,20,1165
17097861509,7.3,5.42,77823,31,1181
17097861603,1.17,1.69,97220,33,1559
17097861702,16.43,4.87,73966,62,1000
17097862000,34.86,8.04,49563,67,982
17097862200,14.45,7.45,47964,0,947
17031827801,8.09,11.88,60379,56,1691
17031827902,12.78,12.75,53288,57,1175
17031828300,6.42,6.47,63418,62,960
17031828702,8.95,12.89,52600,49,1500
17031030102,4.31,5.46,42123,62,1062
17031030603,6.22,3.16,42059,0,879
17031030701,13.78,6.84,39464,72,892
17031804201,2.8,2.58,142521,39,1435
17031804506,6.56,1.55,96458,34,2266
17031804606,5.87,2.6,113083,38,1411
17031804609,3.65,4.82,98004,31,1595
17031804611,2.05,3.96,88482,42,1393
17031804715,27.71,4.56,51169,46,1141
17031804806,9.76,4.44,76058,48,1666
17031804809,4.32,2.35,92188,47,1799
17097862800,36.67,10.01,28400,47,876
17097863201,26.66,6.64,59946,51,1097
17097863300,0.19,3.7,206042,66,1326
17031805109,8.34,2.46,90417,52,835
17031805111,15.19,3.31,61787,46,1157
17031805202,4.47,3.28,82351,62,1385
17031806104,15.26,5.09,47753,41,992
17031806202,5.83,2.98,54139,40,1020
17031806400,6.85,5.04,93750,67,1223
17031806600,10.72,2.42,79338,61,1097
17031806700,4.18,3.91,122743,65,0
17031806900,8.69,4.4,71915,49,1620
17031807000,7.33,3.86,64604,65,1191
17031807400,10.09,2.64,63136,67,1185
17031807600,14.48,4.95,64625,65,1606
17197883804,6.27,10.17,74013,56,983
17197883811,8.1,3.43,75203,55,1065
17197883904,7.92,6.15,75357,46,908
17197884004,9.79,9.65,60463,25,959
17031826700,7.82,22.32,34510,61,967
17031760801,6.89,5.89,68159,48,1275
17031310700,31.6,7.01,57774,0,942
17031837400,21.95,23.73,39231,0,925
17031805002,17.43,6.69,43704,48,1081
17031822701,4.82,8.4,55313,55,1049
17037002100,8.92,4.07,52591,46,830
17097864522,2.66,7.13,183056,48,2632
17031100700,6.96,4.21,85953,65,1311
17043845809,2.95,3.99,104541,34,1084
17031824300,16.6,14.7,31480,55,797
17031825400,4.63,7.32,63606,43,976
17031830700,11.82,4.32,55236,0,811
17031831700,20.12,10.34,62130,0,1032
17197881900,21.3,13.67,23194,65,764
17197883210,4.35,5.5,74263,30,842
17197883304,8.58,3.03,78269,29,900
17031040401,5.77,6.04,105121,0,1405
17031040700,7.75,3.12,86125,0,1354
17031040900,1.95,4.21,77250,0,1196
17031050600,0,2.35,116595,0,1750
17111871402,1.31,3.52,111827,45,1093
17097865801,0.67,4.69,124901,53,2194
17097866100,29.49,8.9,51375,62,903
17031410900,3.87,6,60353,0,1279
17031420200,12.9,7,29205,77,983
17031420500,10.41,32.13,28456,35,921
17031430101,7.1,17.99,32122,71,1034
17031430200,10.84,20.55,22933,66,885
17031430500,19.37,20.74,18692,77,912
17031430700,14.5,9.9,24167,73,987
17031431302,10.3,23,29966,0,947
17031431400,10.17,15.46,30230,75,873
17111871311,3.91,2.33,83611,29,1366
17031061800,0.43,4.81,72308,73,1396
17031061901,1.8,3,65882,56,1313
17031062200,2.4,2.41,128102,37,1747
17031062700,5.56,1.15,172850,44,1871
17031063000,3.05,1.88,95897,65,1381
17031063200,1.98,4.68,72457,63,1442
17031080100,0.78,5.1,125880,59,1762
17031080300,1.85,1.23,138173,29,2102
17031050900,5.97,3.14,103750,0,1661
17031051400,4.8,4.72,123214,77,1625
17031060200,6.19,2.53,83598,0,1282
17031060500,21.98,3.37,38571,55,461
17031060900,3.27,0.5,63610,58,1270
17031081202,0.76,3.19,136010,59,1639
17111870812,7.82,2.85,78882,32,1515
17111870905,12.74,4.11,55313,47,936
17111871207,8.03,4.24,73929,0,1335
17111871301,5.87,5.05,90603,62,1150
17111871305,4.92,7.24,111791,31,988
17031802504,14.18,2,83463,58,1469
17031802608,4.15,4.76,66208,46,1177
17031802300,1.93,2.65,126765,15,2076
17031802404,15.9,2.39,55441,41,1275
17031802701,14.88,3.15,94709,53,1100
17031802802,6.79,3.22,109223,64,1670
17031803005,1.05,4.88,74375,47,1111
17031803016,4.03,2.28,102679,46,1663
17031803100,2.49,1.64,121875,61,0
17031812802,4.9,5.77,60238,0,1085
17031813200,3.86,1.7,135121,0,1061
17031813600,30.84,6.24,55117,0,913
17031813701,42.06,10.34,48731,0,1016
17031813900,32.4,4,43159,0,976
17031814200,31.6,7.55,47622,0,965
17031814500,34.28,4.64,64842,66,979
17031818900,4.12,1.24,92031,62,1200
17031819200,11.2,4.73,66426,64,1083
17031819600,1.63,3.9,153914,76,0
17031819700,0.58,4.6,169306,78,0
17031819802,1.23,0.33,153393,58,956
17031820101,3.93,2.47,112944,46,949
17031825700,13.88,11.94,46394,55,930
17031825802,12.94,18.21,46627,43,1177
17031812302,4.55,5.12,141111,0,1383
17031812400,1.45,5.11,206184,0,1350
17031818300,21.64,8.48,60205,63,1202
17031804810,6.63,3.96,76799,45,1095
17031805001,2.88,2.93,115094,59,955
17031804805,6.32,2.1,85905,44,1690
17031804807,10.01,0.94,88605,52,1243
17031814900,25.11,6.39,55156,0,960
17031815000,17.31,2.44,60395,0,1104
17031815200,21.99,3.96,52819,0,939
17031815701,1.24,8.4,128444,78,1699
17031815800,3.37,7.34,95096,73,971
17031816100,6.16,8.1,62163,75,1085
17031816500,33.58,4.47,32667,50,858
17031816700,28.89,4.87,48506,63,813
17031817102,11.72,10.68,74521,64,1124
17031823102,11.44,5.22,73464,60,945
17031823400,10.11,8.78,50619,63,880
17031817200,15.49,16.44,48450,78,1003
17031817400,31.12,6.28,56678,0,952
17031818000,4.74,8.49,52321,65,1105
17031160900,1.57,4.28,86060,0,1198
17031030103,5.83,9.33,57985,59,1088
17031030300,15.39,4.58,41109,0,1036
17031030601,21.58,2.88,34861,59,929
17031030604,5.28,3.62,47500,59,1085
17031350400,22.68,32.15,13676,64,316
17031351000,2.85,5.14,44770,63,1178
17031030703,13.17,2.98,43553,61,955
17031031100,6.53,4.28,78822,0,1335
17031031300,10.73,1.99,39064,70,960
17031031502,13.43,3.7,28403,0,795
17031040100,7.37,0.9,96467,0,1286
17031380100,28.57,18.85,16736,26,333
17031381200,12.18,8.89,37059,67,865
17031390100,7.21,3.94,80234,62,1109
17031390300,12.21,23.29,22451,46,704
17031390600,1.66,7.03,51849,0,1078
17031400300,13.65,27.16,29495,0,1190
17031410600,6.41,6.73,41016,0,1342
17031410700,7.63,5.29,39514,70,1194
17097861013,2.88,3.96,92880,28,1567
17097861105,5.99,6.29,76340,34,1076
17097861106,3.25,5.62,109850,26,1430
17097861202,21.43,9.94,76023,30,1532
17097861304,44.3,7.06,70136,46,1484
17097861403,21.77,2.01,52188,45,1268
17097861507,14.76,10.42,79333,41,1073
17097861508,5.68,8.26,64595,35,1124
17097861510,8.36,5.09,64044,37,928
17089850701,4.48,3.18,102411,15,1713
17031806102,12.41,6.89,90365,51,1327
17031808301,11.25,3.12,71500,52,1783
17031808302,7.47,2.1,88750,60,1175
17031808500,10.88,3.87,95071,0,2277
17031010202,20.97,5.8,41486,76,988
17031010300,10.19,4.76,41250,0,979
17031010600,9.66,6.28,50882,0,1077
17031020301,9.61,5.31,56973,57,883
17031020400,11.1,4.04,65917,70,1191
17031020802,27.26,8.29,46219,0,1187
17031020901,20.84,2.87,52254,0,1224
17031600700,16.38,11.81,45294,0,1044
17031610800,7.9,13.18,53125,0,986
17031611400,35.2,13.14,36382,66,709
17031611500,28.37,16.03,34875,55,782
17031611900,26.48,21.14,24507,0,717
17031620100,24.34,12.51,65354,65,1120
17031803400,4.86,2.67,125899,61,1167
17111870606,8.05,6.4,56071,52,1074
17031803605,7.14,3.96,78611,44,1094
17031801603,11.55,5.27,52951,44,1223
17031801607,4.14,2.51,94808,44,1442
17031801702,2.08,3.51,120529,58,2074
17031802002,2.18,3.04,126250,57,1410
17111870703,3.11,2.93,115000,28,1413
17111870811,9.25,5.56,80298,43,1287
17031561000,10.54,1.41,103188,64,857
17031570100,36.21,7.39,56008,64,1075
17031580100,24.17,7.91,43750,69,861
